Escenario,Temp_2100_C,Emisiones_2100_GtCO2,Precio_C_2100_USD,MIU_2100
Base,3.5549150116057096,75.69280363425801,43.257407257611035,0.21939664786063695
Límite 1.5 °C,1.5000000147273056,-7.153830253930617e-7,489.883159266483,1.0000000072065849
Límite 1.8 °C,1.8000000175408626,0.0638160987975891,489.3795930694281,0.9993574263013184
Límite 2.0 °C,2.000000019533808,1.203460454069167,480.41332880934834,0.9878740777698349
Límite 2.5 °C,2.4995618627137497,8.819715134951508,422.17032818013683,0.9112173927973068
Límite 3.0 °C,2.58054272175903,15.892003735945128,370.65490498953216,0.8400367367666595
